HotelId,Restaurant Name
2969,Kashi Art Cafe
2970,Grand Hotel Restaurant
2971,Barbeque Nation
2972,Chiyang
2973,Slice of Spice
2974,Mustake Multicuisine Restaurant
2975,Palaaram
2976,Tonico Cafe
2977,Cafe 17
2978,ChaiCofi
2979,Bloomsbury's Boutique Cafe and Artisan Bakery
2981,Paragon
2982,Aangan - Downtown Multicuisine Restaurant
2983,Ali Baba & 41 Dishes
2984,Cocoa Tree
2985,French Toast
2986,Thakkaaram
2987,Asia Kitchen by Mainland China
2988,Hoppipola
2989,Spice Kraft
2990,Nawwarah
2991,6 Ballygunge Place
2992,Mumbai Local
2993,Gabbar's Bar & Kitchen
2995,TGI Friday's
2996,Santa's Fantasea
2997,India Restaurant
2998,Flame & Grill
3000,Barbeque Nation
3001,Mocambo
3002,BarBQ
3003,Peter Cat
3004,The Irish House
3005,Barbeque Nation
3006,Ocean Grill
3007,Sigree Global Grill
3008,What's Up
3010,Grandson of Tunday Kababi
3011,Frozen Factory
3013,Mocha
3015,Chemistry Cafí©
3016,Homeys Cafe
3017,Percussion
3018,The Urban Terrace
3019,Free Spirit
3020,Spice Caves
3021,The Chocolate Heaven
3022,The Pebbles Bistro
3024,Underdoggs Sports Bar & Grill
3025,Vintage Machine
3028,Bar Bar
3029,Dastarkhwan
3030,The Cherry Tree Cafe
3031,Royal Sky
3032,L 14 - Renaissance Lucknow Hotel
3033,Barbeque Nation
3034,Colours by Royal Cafe - Royal Inn
3035,Cappuccino Blast
3036,Basant Restaurant
3037,Hawai Adda
3038,Indian Summer
3039,Basant
3040,Bistro 226
3041,Mocha
3042,Pirates Of Grill
3043,Bistro Flamme Bois
3044,Kitchen At 95 - Hyatt Regency
3045,Domino's Pizza
3046,Nando's
3047,Belfrance Luxury Chocolates
3048,Hot Breads
3051,The Yellow Chilli
3052,Spice Cube
3053,Barbeque Nation
3054,Nik Bakers
3055,Aman Chicken
3057,District 6
3060,The BrewMaster - The Mix Fine Dine
3061,#45
3062,Crave Desserts & Bakes
3063,Diesel Cafe
3064,Froth On Top
3066,Hao Ming
3067,Kobe Sizzlers
3068,Liquid Lounge
3069,Maharaja Restaurant
3070,Giri Manja's
3071,Kabab Studio
3072,Brio Cafe and Grill
3074,Gajalee Sea Food
3075,Smoke N Oven
3076,Village Restaurant
3077,Barbeque Nation
3078,Machali
3079,Punjab Da Pind
3081,Sizzler's Ranch
3082,Spindrift
3083,Sagar Ratna
3086,The Shooters Cafe
3087,Joey's Pizza
3088,Cafe Hydro
3089,The American Joint
3090,The Fusion Kitchen
3091,145 Kala Ghoda
3093,Tea Villa Cafe
3094,Grandmama's Cafe
3095,Mumbai Vibe
3096,The Rolling Pin
3097,Farzi Cafe
3098,SpiceKlub
3099,Tea Villa Cafe
3100,Joey's Pizza
3101,Stacks And Racks
3102,The English Department Bar & Diner
3103,Mirchi And Mime
3104,38 Degree East
3105,R' ADDA
3106,Tea Villa Cafe
3107,Tea Villa Cafe
3108,Hotel RRR Mysore
3109,Jalpaan Dining Saga
3110,The Old House
3111,Vinayaka Mylari
3112,Empire Restaurant
3113,Green Leaf
3114,Pakva Lounge
3115,Spring - Radisson Blu Plaza
3116,Big Chicken
3117,Barbeque Nation
3118,Pizza Hut
3120,Tandooriwala
3121,Jungle The Restaurant
3122,The Barge Restaurant
3125,By The Way
3127,Cafe Cornucopia
3128,Mezzaluna
3129,Nanking
3130,Oyster Bay
3133,Purple Haze
3134,House of Caffeine
3135,Hide Out The Street Cafe
3136,Tapri The Chai Books Cafe
3138,Eat Street Express
3140,Zaikart
3141,Cafe Zinea
3142,Checker's
3143,The B.A.W.A
3144,FSB
3145,NESCAFíŠ Illusions
3146,Nineties
3147,Mocha
3148,The Zuree Urban Kitchen
3150,The Breakfast Story
3152,Ten Downing Street Restaurant & Bar
3153,Ashoka Restaurant
3155,Barbeque Nation
3156,KFC
3157,Moksh The Restro Lounge
3158,Mainland China
3159,Divtya Budhlya Wada Restaurant
3160,Spice Route
3161,Veg Aroma
3163,Eastern Spice
3165,The Bake Studio
3166,Barbeque Nation
3167,Chai Tapri
3168,Curry Leaves
3169,Enter The Dragon
3171,The Cafe Katta
3173,White X Sky Lounge
3174,12212
3175,Al Arabian Express
3176,RiverDine Restaurant & Bar
3177,Barbeque Ville
3178,Little Italy
3179,Soma at Sula
3180,Hotel Radhakrishna
3181,Sadhana Restaurant
3182,House Of Flavours
3183,Food Cloud
3185,Burger.in
3186,Days of the Raj
3188,Dilli Ka Dhaba
3189,Govardhan
3190,Mezbaan Grills
3192,Say Cheese
3194,Southy
3196,Monosoz
3197,Waves
3198,Delhi Darbar
3199,Chateau
3200,Nariyal Cafe
3201,Rustom's Parsi Bhonu
3202,BarShala
3203,Chawla'sŒ_
3204,Domino's Pizza
3205,Sultanat
3206,Bella Italia
3207,Clever Fox Cafe
3208,365 Naturals
3210,Tpot
3211,4 on 44 Restaurant & Bar
3213,Rambhog
3214,Selfie Lounge Restro & Bar
3216,BTW
3217,Chilli Pepper
3218,Pizza Hut
3219,Puri Bakers
3221,Jaiveer Naan & Chaap
3223,Aggarwal's Sweets Paradise
3224,Bikaner Sweets
3225,Cafe Coffee Day
3232,Cakeophony By Sonali
3235,Chandra Sweets
3238,Chhotu Mashhoor Kathi Roll
3239,Green Chick Chop
3240,Lazeez Restaurant
3241,Madhuvan Chinese Fast Food
3243,Mr Wong
3244,Mughlai Shahi Rasoi
3245,Mumbai Central Street Food
3246,Neha's Treat
3247,New Bakers Shoppee
3248,Pant  Ice Cream Parlour
3249,PM 2 AM Food Bank
3250,Punjabi Chaap Corner
3251,Sartaj Food Corner
3252,The Sugar Therapy
3253,Biryani Binge
3254,City of Joy
3255,Letz Roll
3256,Nukkad
3257,#InstaFreeze
3258,Aahar Meat and Chicken Shop
3259,Food Cafe
3260,Lazeez Restaurant
3261,Lemon Chick
3262,Punjabi Chaap Corner
3263,Purani Dilli Foods
3264,Tandoori Kebab
3265,Shree Rathnam
3266,Alaturka
3267,Amici Gourmet Pizza
3268,Burger King
3269,Kylin Express
3270,Big Fat Sandwich
3271,Fashion Tv Cafe
3272,Kylin Skybar
3273,Lemon Drops
3274,Punjabi By Nature Express
3275,Red Mango
3276,Starbucks
3281,Peninsular Kitchen
3282,Mithapur
3284,Diggin
3285,Aggarwal Sweet India
3286,Banzara's
3287,Bobby Tikki Wala
3289,Chennai Junction
3292,Chicken Bite
3294,Chocolate Dreams
3296,Dial n Dine
3298,Fresh n Refresh
3299,Garden Hut
3300,Giani
3301,Jugnu Gaming Zone and Cafe
3302,Keventer's South Indian & Chinese Food
3303,KTS
3304,Mandarin
3306,Penguin Bakers & Shakers
3307,Rollmates
3308,Tandoori Nights
3309,Burger Dominion
3310,Cafe Gainz
3313,Chaskaa
3314,Fabulous Cake Bites
3316,Hangout - A House Of Kathis
3317,Malais By Anands
3318,Panchwati Rasoi
3320,Sprinkles Cup & Cake
3324,Target Ice Cream & Bakers
3325,The Sweeet Jar
3326,Amar Bakery
3327,Cafe Brewbug
3328,Chilll House Kafe
3329,Cookie Shookie
3330,Fabulous Cake
3331,Jai Maa Shaarde Samose Wala
3334,Madaan Confectionery
3338,Magic Masala
3339,Sikka Chinese Fast Food
3340,Teedo's Cake Inn
3341,Thalaiva Cafe
3342,The Cake Affairs
3343,Tulsi Ram Chinese Hut
3344,V. K. Pasta
3347,Xpert Bakers
3349,Juniper Bar - Andaz Delhi
3350,McDonald's
3351,Pizza Hut Delivery
3354,The Arena
3355,Restaurant De Seoul
3357,Taksim
3358,Jom Jom Malay
3359,Kofuku
3360,The Sky High
3361,Haldiram's
3362,Jux Pux - The Dreamer's Cafe
3363,Pizzaon
3364,FFC Restaurant
3365,"34, Chowringhee Lane"
3368,Aapni Dhani
3370,Bengal Sweet Corner
3371,Chicken Vicken
3377,Cup-a-licious
3379,Frontier
3380,Metro Fast Food
3384,Nagpal's
3385,Nile Restro & Bar
3386,Popular Chicken
3387,Sardar A Pure Meat Shop
3388,Shankar Fast Food
3390,Singh's Zaika 
3391,The Mirch Masala
3392,The Mirch Masala
3393,Uncle Cake Shop
3394,Kays Bar-Be-Que
3395,Master Bakers
3396,The Master's Fast Food Centre
3397,6 Pack Momos
3398,Al Noor Foods
3399,Avon Kitchen
3400,Bhasad Cafe
3401,Bikaner Kesarvala
3402,De Bone Chicken
3404,Indian Fresh Meat Shop
3405,JD's Food Court
3406,Keventers
3408,Malhotra Bakery
3409,Matthi Wala
3412,Nirula's Ice Cream
3414,Punjabi Chaap Corner
3415,Puran Dhaba
3417,Rama Desi Ghee Meat Wala
3418,VadaPav 'n' Frankie
3420,Chhabra Sweets
3421,Kanwarji's
3422,Pizza Hut
3423,Sagar Ratna
3424,Smelling Salts
3425,Wah Ji Wah
3426,Wheelyz
3427,Bell Pepperz
3428,Bharat Sweets
3429,Invitation
3430,Mystique Melange
3431,Pandit Ji Paranthe Wale
3432,Raju Chat Palace
3434,Seasonings - The Spice Mysteries
3435,SGF - Spice Grill Flame
3436,Apni Rasoi
3437,Bablu Kabab Shop
3438,Cake o' Cuisine
3439,Domino's Pizza
3440,Hunger Flames
3441,Puran Chand Ambala Wale Di Hatti
3442,The Cake Gallery
3444,Bablu Chic Inn
3445,Masala Basket
3446,Udta Punjab
3447,Munch Nation
3448,Bengali Pastry Shop & Snack Bar
3449,Bhimsain's Bengali Sweet House
3450,Cafe Coffee Day
3451,Colonel's Kababz
3452,Faasos
3453,Karachi Bakery
3454,Nathu's Sweets
3456,Sachdeva Confectioners
3457,Bengali Sweet House
3459,Bijoli Grill
3460,Nathu's Pastry Shop
3461,Balaji Dhaba
3462,Bhagat Ji
3463,Hangout Kathi Rolls
3465,Makers & Bakers
3466,Habibi Express
3467,Cafe Coffee Day
3468,China Town
3469,Domino's Pizza
3470,High Street Kitchen & Bar
3471,Pizza Hut
3474,Sugar & Spice - Le Marche
3475,The Kathis
3476,The Kylin Experience
3477,Arabian Nites
3478,Asia Kitchen
3479,Dunkin' Donuts
3480,Krips Restaurant
3481,McDonald's
3483,Yo! China
3484,RPM
3487,By The Way - Bellagio
3489,Red - Bellagio
3490,Soul Curry - Bellagio
3491,Alpha 63
3492,Bite-N-Sip
3494,Lotus Garden
3495,Meethas Sweets
3496,Nirula's
3497,Punjabi Tadka
3498,Snack Bar
3499,South Indian Food
3500,Domino's Pizza
3501,Southy
3502,Coffee Shop - Centaur Hotel
3503,Al Kuresh
3504,Angan Bakery & Cafe
3505,Bamboo Chopstix
3506,Bawarchis
3507,Bikanervala
3508,Cafe Coffee Day
3509,Chanakya Bar-Be-Que
3510,Chattisgarh Bhawan
3511,Chimney
3512,China Town Sizzlers
3513,Chinese Bite
3515,Chinese Garden
3516,Costa Coffee
3518,Food Point
3519,Ikko
3520,Jammu And Kashmir House
3521,Laguna
3522,Momo Point
3524,New Zaika
3525,Organic Express
3526,Tamil Nadu House Canteen
3527,The Chocolate Avenue
3528,Chimney Sizzlers
3529,Gujarat Bhawan Restaurant
3531,Itäó»s Sinful
3534,Jakoi
3535,Arunachal Bhawan
3536,Hotel New Tamil Nadu
3537,Milan Food
3538,Playboy Club
3539,Moti Mahal Delux
3540,The Treat
3543,Break Fast Point
3544,Breakfast Corner
3545,Domino's Pizza
3546,Frontier
3547,Prince Cafe
3548,Spicy Eleven
3549,Vaishno Punjabi Dhaba
3550,Adarsh Bhojnalaya
3551,Al Haj Bakery
3552,Anmol Chicken
3553,Babu Ram Paranthe Wale
3554,Bhaijaan Kababs
3555,Bhikharam's
3556,Bikanervala
3557,Brijwasi Bhoj
3559,Brijwasi Restaurant
3560,Comesum
3563,Inderpuri Restaurant
3564,Kamdhenu Family Corner
3565,Khalsa Hindu Hotel
3566,Mahalaxmi Mishthan Bhandar
3567,McDonald's
3568,McDonald's
3569,Natraj Cafe
3571,Padam Chaat Corner
3572,Pandit Ved Prakash Lemon Wale
3573,Pt. Babu Ram Devi Dayal Paranthe Wale
3574,Rabri Bhandar
3575,Ram Parshad Makhan Lal
3576,Rambhoj
3577,Rehmatullah's Hotel
3578,Sharma Bhojnalay
3579,Shree Balaji Chaat Bhandar
3580,Shri Duli Chand Naresh Gupta
3581,Shri Hari Sharnam
3584,Sindhi Chicken
3587,Soni Bhojnalaya
3588,Super Restaurant
3590,Tiwari Ji Confectioner
3591,Wah Ji Wah
3593,Zaika Mughlai Foods
3594,Al Yousuf
3596,Amritsari Lassi Wala
3598,Annapurna Bhandar
3599,Bishan Swaroop Chaat Bhandar
3600,Gole Hatti
3602,Haldiram's
3604,Kanwarji's
3605,Kedarnath Prem Chand Halwai
3606,Keventers
3608,Khan Omelette Corner
3609,Natraj Dahi Bhalle Wala
3611,Old Famous Jalebi Wala
3612,Pt. Gaya Prasad Shiv Charan Paranthe Wale
3613,Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale
3614,Shiv Misthan Bhandar
3615,Special Jalebi Wala
3616,Tewari Bros Confectioners
3617,Annapurna Chaat & Sweets
3618,Delhi-6 The Chicken Planet
3619,Dessi Food
3620,Foody Dragon
3621,Grover Eating Point
3622,Hotel 121 Shakahari
3623,Lala Chaap Corner
3624,Meghraj & Sons
3626,Old Kheer Shop
3627,Punjabi Chicken
3628,Ratan Singh
3629,Shri Bhujia Bhandar
3632,Chaina Ram Sindhi Confectioners
3633,Giani's di Hatti
3634,Jung Bahadur Kachori Wala
3635,Lakhori - Haveli Dharampura
3637,Milk n More
3638,Kuremal Mohan Lal Kulfi Wale
3639,Hira Chaat Corner
3640,Kuremal Mahavir Prasad Kulfi Wale
3643,Shakahari Restaurant
3646,Shri Gujrat Namkeen Bhandar
3649,Standard Sweets
3653,Sudarshan
3654,Ustad Moinuddin Kebab
3655,Ashok Chaat Corner
3656,Jain Coffee House
3657,Shyam Sweets
3658,Spicy Food Court
3659,Aristocrat Sweet Shop
3660,Balluchi's - The Royal Cuisine
3661,Bunty Dhaba
3662,Gopal's Restaurant & Caterer's
3663,Horn Please
3664,Khatey Raho
3665,Kolkata Biryani House
3668,Kolkata Hot Kathi Roll
3669,Madly Bangalee
3671,Oh! China
3672,Punjabi Zaika
3673,Rabi Snacks Corner
3674,Republic of Chicken
3675,Roll n Roast
3676,Roller's High
3677,Royal Chick 'N'
3678,Royal Kolkata Biryani
3679,Sameer's Restaurant
3680,Sanjha Chulha
3681,Shepherd's
3682,Soya King
3683,Tasty Tonight
3684,The Mustard
3685,Tibb's Frankie
3686,Wazwaan Restaurant
3687,Yummi Kolkataa
3688,Annapurna Sweet House
3689,Ashirbad
3690,Chocolatiers - The Chocolate Boutique
3691,Dadu Cutlet Shop
3692,Dogs & Wiches
3693,Maa Tara
3694,My Spice Kitchen
3695,The Singing Tree
3696,Baba Chicken Ludhiana Wale
3697,Bengal Snacks
3698,Brownies & More
3699,Cafe Coffee Day
3700,Craving Cure
3701,Cuisine
3702,Food Nation
3703,Kamala Fast Food & Chinese
3704,Lokenath Sweets
3705,Me and My Cake
3706,Chulha Punjabi Da
3707,Viva Hyderabad
3708,Metro Grill
3709,Cafe Cruise
3710,Etal The Lounge Bar
3712,"Game of Legends - Sports Bar, Grill, & Lounge"
3713,Al-raaya
3714,Authentique Bites
3715,Embassy
3716,Narang's Bake 'n' Cake
3717,New Darvesh
3718,1UP
3719,Gujarati Samaj Santushti
3720,Hind Bakery & Chinese Fast Food
3721,Hot Pot
3723,Punjabi Flavour
3724,Saras Fast Food Feast
3725,Shama Chicken Corner
3726,The Night Owl
3727,Wimpy Sweets And Confectioners
3728,Boa Village
3729,Anand Ji Restaurant
3730,Baskin Robbins
3731,Bhoj Restaurant
3732,Brijwasi Restaurant
3733,Cafe Coffee Day - The Lounge
3734,Cafe Coffee Day
3735,Chaat Tadka
3736,Chawla's Unique Chicken Corner
3737,Dawat Khana
3738,Eat n Joy
3739,Khan Chicken Biryani
3740,Kolkata Roll
3741,R. Ahmad Food
3742,Sab Ke Khatir
3743,Bon Bon Pastry Shop
3744,Moksha
3745,Pebble Street
3746,Kebab Gallery
3747,Amber
3751,Attitude Kitchen & Bar
3752,Cafe Coffee Day
3753,Castle 9
3754,Costa Coffee
3755,Delhi Darbar Dhaba
3757,Garam Dharam
3758,Gola Sizzlers
3759,Indian Coffee House
3760,My Bar Lounge & Restaurant
3761,My Bar Square
3763,Sagar Ratna
3764,The Immigrant Cafe
3765,MOB Brewpub
3766,Naturals Ice Cream
3768,Zabardast Indian Kitchen
3769,Anand Restaurant
3770,Berco's
3771,Blues
3773,Burger King
3774,Burger Singh
3775,Cafe Coffee Day The Square
3777,Cafe Dalal Street
3780,Cafe Hawkers
3783,Cafe Public Connection
3784,Cafí© MRP
3785,Caffe Tonino
3786,Cha Bar
3787,Chaayos
3788,Chew - Pan Asian Cafe
3789,China Garden
3790,Desi Vibes
3791,Domino's Pizza
3792,Dunkin' Donuts
3793,Dunkin' Donuts
3794,Embassy
3795,FLYP@MTV
3798,GoGourmet
3799,Haldiram's
3800,Indian Grill Company
3801,Jain Chawal Wale
3802,Jungle Jamboree
3804,Kake Da Hotel
3805,Kebab Xpress
3806,KFC
3807,Khan Chacha
3809,Kinbuck 2
3810,La Americana
3811,Lady Baga
3812,Life Caffe
3813,Lord of the Drinks
3814,McDonald's
3816,McDonald's
3819,Moets Arabica
3820,Mother India
3821,Mughlai Junction
3822,My Bar Headquarters
3823,Nando's
3824,Nizam's Kathi Kabab
3825,Oh My God
3826,Open House Cafe
3827,Parikrama - The Revolving Restaurant
3829,Pind Balluchi
3831,Pizza Hut
3832,Playboy Cafe
3833,Privee'
3834,Punjabi By Nature
3835,Quote - The Eclectic Bar and Lounge
3836,Rajdhani Thali Restaurant
3837,Route 04
3838,Sbarro
3839,Shake Square
3840,South Indian Snacks
3841,SSKY Bar & Lounge
3843,Starbucks
3844,Subway
3845,Tamasha
3846,Taste of China
3847,Teddy Boy
3848,The Beer Cafe - BIGGIE
3849,The Flying Saucer Cafe
3851,The Junkyard Cafe
3852,The Luggage Room Kitchen And Bar
3854,The Rolling Joint
3855,The Vault Cafe
3857,Veda
3858,Warehouse Cafe
3859,Zaffran
3860,Zen
3861,Zizo
3863,Kettle & Kegs
3864,Ovenstory Pizza
3865,Shree Hari Vaishnav Dhaba
3868,38 Barracks
3869,Ambrosia Bliss
3870,Ardor 2.1
3871,Barbeque Nation
3872,Bikkgane Biryani
3873,Biryani Blues
3875,Caffe 9
3877,Excuse Me Boss
3879,Fa Yian
3880,Farzi Cafe
3882,Fuji Japanese Restaurant
3883,Healthy Routes
3885,HotMess
3886,House of Commons
3889,Johnny Rockets
3890,Odeon Social
3891,Pebble Street
3892,Piali - The Curry Bistro
3893,Saravana Bhavan
3895,Smoke On Water
3896,Starbucks
3897,The Darzi Bar & Kitchen
3900,The G.T. Road
3901,The Town House Cafe
3902,United Coffee House
3903,Unplugged Courtyard
3905,Wenger's Deli
3906,Wenger's
3908,{Niche} - Cafe & Bar
3909,Chicken Minar
3910,G Lounge
3911,Gyms Kook
3913,Burger Joint
3914,Eleven to Eleven
3915,Le Chef
3916,McDonald's
3917,The Buffet Wagon
3918,Haldiram's
3919,Connexions Bar - Crowne Plaza
3920,Deli - Crowne Plaza
3921,Lobby Lounge - Crowne Plaza
3922,Infinity - Crowne Plaza
3923,Fiery Grills
3924,McDonald's
3925,Cafe Desire
3926,Haldiram's
3927,Kake Di Hatti
3928,Akash Deep
3929,Al Saad Foods
3930,Cafe Coffee Day
3932,Chandrika
3933,Dawat-E-Chaman
3934,Kallu Nihari
3936,King Bikaneri
3937,Manchanda Bakery
3938,McDonald's
3939,Mehta Restaurant
3940,Shree Jee Rasoi
3941,Taj Snacks
3942,Zaika
3943,Bagli's Kitchen
3945,Bhaja Govindam
3946,Changezi Chicken
3947,Dilli Gate
3948,Jahangeer Foods
3949,Moti Mahal
3950,Nandlal Ka Dhaba
3951,Sugandh
3952,Suvidha Vegetarian
3953,Anupam Jalpan
3955,Aunty's Kitchen
3956,Cafe Coffee Day
3957,Delhi 6 Foods
3959,Fry Centre
3960,Hilal Hotel Nihari
3961,Iqbal's Mughal Cuisine
3962,Kake Di Hatti Punjabi Khana
3963,Kaushal Dhaba
3964,Khan Foods
3965,Kumar Sweet House
3966,Negi Restaurant
3967,Old Delhi Food Factory
3968,Parantha Point
3969,R.P.W Pizza
3970,Rajdhani Restaurant
3971,Roll's World
3972,Shree Krishna Dhaba
3973,Taj Chicken Point
3975,Domino's Pizza
3976,Delhi 6 - Royal Cuisine Of The Walled City
3977,Food Hub
3978,RR China Tawun
3979,Aka Saka
3980,Anil Mishtan Wala
3981,Barista
3983,Cafe 1 Fast Food
3984,Cake Central - Premier Cake Design Studio
3985,Chawla's Tandoori Junction
3986,Chawnsan Chef
3987,Choco Kraft
3988,Colonel's Kababz
3989,Confectionately Seerat's
3990,Country Curries
3991,Domino's Pizza
3992,Duggal's Rasoi
3993,Firefly India
3994,Fluffles - The Fluffy Waffle Co.
3996,Giani's
3997,Giani
3998,Green Chick Chop
3999,Gulshan Fish & Chicken Fry
4000,Kitchen22
4001,La Chocoallure
4002,Little Dragon
4003,Maddi Sweet Centre
4005,Man Vs Food The Kitchen
4006,MB's
4007,Moet's Sizzlers
4008,Oberoi's
4009,Punjabee's Darbar
4010,Qureshi's Kabab Corner
4011,Saleem's Restaurant
4012,Suri Saab Restaurant
4014,The Sweet Boutique
4015,Tibb's Frankie
4016,Veg Ex
4017,Zaaika Junction
4018,28 Capri Italy
4019,4S Chinese Restaurant
4020,Amici Cafe
4021,Angels in my Kitchen
4022,Arabian Delites
4023,Baskin Robbins
4024,Cafe Brown Sugar
4025,Chakhnaa Wala
4026,Cocoberry
4027,Concept
4029,Deez Biryani & Kebabs
4030,Def Col Social
4031,Dí_ner Grill
4033,Hong Kong Express
4034,Kent's Fast Food
4035,Koyla Kebab
4036,Meraki Cafe & Bar
4037,Milk Patisserie
4039,Moets Curry Leaf
4040,Moets Oh! Bao
4041,Moets Shack
4042,Moets Stone
4043,Moti Mahal Delux
4045,Nizam's Kathi Kabab
4046,NYC.PIE
4047,Raro
4048,Sagar Ratna
4051,Subway
4052,Swagath
4053,The Jugaad Cafe Bar
4054,Chicken Biryani Centre
4055,Ekta Restaurant
4056,Garam Masala
4060,Gulati Food Corner
4061,Kolkatta Kathi Roll
4062,Muradabadi Shahi Biryani & Chicken Corner
4063,Rara Dragon
4066,Mehfil
4067,Bonne Bouche
4068,Cafe Yell
4069,Defence Bakery
4073,Desi Vibes
4076,Ek Bar
4077,Hwealthcafe
4079,Kathputli
4080,Kulfiano
4081,Number 31
4082,RoadRomeo
4084,Sagar Ratna
4085,The Culinary Pitaara
4086,Whipped
4088,Milko's
4089,Mom's Bake
4090,RV Restaurant
4091,Turning Point Fast Food
4092,A Vaishno Bhojnalaya
4095,Aim Delhi Cafe
4098,Apni Rasoi
4101,Blue Bull Cafe
4102,Cafe Bethak
4103,Cafe Coffee Day
4104,Cafe Coffee Day
4105,Chakhlo Food Court
4106,Domino's Pizza
4108,Frontier
4109,Good Foods
4111,Grain Bell Restaurant
4114,Green Chick Chop
4115,Grover's - The Baker Shop
4116,Hookups Cafe & Lounge
4117,Jai Hind Dairy
4121,Kaveri
4122,Khushboo Vaishno Dhaba
4123,Korea Restaurant
4124,Kukkad Nukkad
4126,Metro Fast Food
4128,Mughlai Flavours
4130,Pitstop
4131,Pizza Hut
4132,Prince Snacks & Momo's Point
4133,Qash Retro Bar
4135,Red Chillies
4136,Samrat Bakers
4139,Samrat Restaurant
4140,Shammi Bhai Lassi Wala
4141,Shooters Lounge and Bar
4142,Singh Ching
4143,Southy
4144,Take n Taste Shawarma Zone
4146,The Night Owl
4148,Tilak's The Diners
4149,Spezia Bistro
4151,Cent Percent The Pastry Shop
4153,For God's Cake
4155,Laxmi Ice Cream
4156,Mirch Masala MM Cafe
4158,Moh Maya Cafe
4159,QD's Restaurant
4161,SuperHero Cafe
4162,Suresh Fast Food
4166,Wood Box Cafe
4167,Best Biryani
4168,Derawal Soda Fountain
4169,Eat & Gulp
4171,L.N Live Kitchen
4173,Papa Buns
4174,Preet Fast Foods
4175,Sikkim Chinese Food
4177,Tawa King
4178,The Pork Shop
4179,TiffinToons
4180,Vaishno Rasoi
4181,Sagar Ratna
4183,Slice of Italy
4184,Bakar The Cafe
4185,Indus Flavour
4186,Raw Creams
4187,Ricos
4188,The Hudson Cafe
4189,YOLO 21
4190,Assam Food Stall
4191,Darbar E Awadh
4194,Hotel Tamil Nadu
4195,Incrivel Goa
4197,Lakshadweep
4198,Odisha
4200,Rajasthan Food Stall No. 1
4201,Shillong View
4203,Wazwan
4205,Zayaka
4207,Bihar ki Rasoi
4208,Bijoli Grill
4210,Maharashtra Food Stall
4211,Manipur Food Stall
4212,Momo Mia
4213,Mother Dairy Ice Cream
4214,Nagaland
4215,Navdanya Organic Food Cafe
4216,Tashi Delek Food Stall
4217,Punjabi Rasoi
4218,Aggarwal Bikaner Sweets
4219,Angels Kitchen
4220,Bedi's Kabab Corner
4221,Bravo Diet Food and Nutrition
4222,Chacha Chicken
4223,Chao Cart
4224,Chimney
4225,Chutneez Ishtyle Bar and Dining
4226,Deep Chicken Point
4228,Domino's Pizza
4229,Govind Dhaba
4231,Huddle Cafe
4232,Kovilakam
4233,Mathur's Kitchen
4234,McDonald's
4235,New South Indian Hut
4236,Night Bite
4237,Pizza Station
4238,Pummy Restaurant
4239,Republic of Chicken
4241,Salt N' Pepper
4246,Shahi Zaikaa
4247,Shubham
4248,South Indian Corner
4251,Sultan Food
4252,Uncle Bakery
4254,Urban Chopstick
4255,Urban Kabab
4262,Urban Punjab
4263,Haldiram's
4265,Pizza Hut Delivery
4266,Aggarwal Sweet Corner
4267,Amritsari Naan Hut
4268,Annapurna Bhojnalaya
4270,Asia
4271,Bablu Chinese Food
4273,Bikaner Rasoi
4274,Crazzy Bite
4275,Da Pizza Farm
4276,Dada Ka
4277,Friends N Foods
4278,Hot N Fresh Pizza
4279,Kake Di Chap
4280,Kathi Junction
4281,KSG
4282,Mahavrer Chap Express
4284,Mamma Drools
4290,Pawan Foods
4291,Pizza Hub
4292,Prem Rasoi
4293,Sanjha Chulah Babe Da
4294,Shakun Cook-Du-Ku
4296,The Taste of Punjab
4297,Vaishno Bhojanalaya
4298,Wrap N Roll
4299,Zaika-E-Chaap Express
4300,Slice of Italy
4302,Bemisaal
4304,Grillz
4305,Tandoor Ka Zaika
4306,The Barley House
4308,Muffins
4310,Dilli Darbar
4312,Cafe Coffee Day
4316,Domino's Pizza
4317,Kings Kulfi
4318,McDonald's
4319,Tibb's Frankie
4321,Cafe E
4322,Cha-Shi
4324,Habibi
4326,Tikka Town
4327,4700BC Popcorn
4329,Al Zaitoon
4332,Dunkin' Donuts
4333,Foodhall
4334,Haldiram's
4337,TGI Friday's
4338,The Beer Cafe
4339,Big Chill
4340,Cinnabon
4342,RollsKing
4343,Tikka Town
4344,Cafe Brown Sugar
4345,Chaayos
4347,Cinnabon
4349,Foodhall
4350,Haldiram's
4351,Keventers
4352,Krispy Kreme
4353,L'Opera
4354,Mad Over Donuts
4355,Starbucks
4356,The Beer Cafe
4357,Ooh Lala !
4359,Domino's Pizza
4360,Flaming Wok
4361,Frontier
4366,Haldiram's
4367,McDonald's
4368,Meatwale.com
4369,Subway
4370,Twenty Four Seven
4371,Wah Ji Wah
4372,Aggarwal Sweets
4375,Al-Malik
4378,Bikaner Sweets
4380,Cafe Coffee Day
4381,Delhi Rasoi
4383,Food Land
4384,Froshier Fruits
4386,Govinda's Confectionery
4387,Halka Fulka
4388,Hasty Tasty
4389,Ikreate
4390,Khan's Dilli-6 Biryani
4391,Kolkata Hot Kathi Roll
4392,Kowloon Express
4394,LaDiDa
4396,Litti.In
4397,Mughals Rasoi
4399,Naagar Foods
